"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"TSARATANANA_AMBATOHARANANAKELY",2021-09-01,5.86262965623628,8.06141223143736,11.0820842834183,NA,6,9,12,NA,1101,3,"2021/2022","Sep"
"TSARATANANA_AMBODIGOAVY",2021-09-01,3.94692395994685,5.3274736753201,7.18932301934836,NA,3,4,6,NA,767,3,"2021/2022","Sep"
"TSARATANANA_AMBODIMANGA EST",2021-09-01,1.85277267744334,2.52975723927925,3.45344414309846,NA,4,5,7,NA,1991,3,"2021/2022","Sep"
"TSARATANANA_AMBODIMANGA OUEST",2021-09-01,4.94857532884041,6.68565901103105,9.0306179669385,NA,5,7,9,NA,1007,3,"2021/2022","Sep"
"TSARATANANA_AMBODIRAFIA EST",2021-09-01,7.50351580431626,10.1113513395008,13.6230609867744,NA,12,16,22,NA,1627,3,"2021/2022","Sep"
"TSARATANANA_AMBOHIMASINA",2021-09-01,2.55765081972206,3.54955555372847,4.92524475160003,NA,3,5,7,NA,1332,3,"2021/2022","Sep"
"TSARATANANA_AMBOHIMITA",2021-09-01,5.12962145263507,6.98698277139758,9.51522930957636,NA,5,7,10,NA,1013,3,"2021/2022","Sep"
"TSARATANANA_AMBOHINIHAONANA",2021-09-01,6.88560797621564,9.34926817550916,12.6917722990974,NA,7,9,12,NA,955,3,"2021/2022","Sep"
"TSARATANANA_AMBOHIPO",2021-09-01,3.78115559718243,5.10395121726002,6.88796617680621,NA,5,6,9,NA,1248,3,"2021/2022","Sep"
"TSARATANANA_AMBOHITSARA I",2021-09-01,2.66151575512329,3.57330743426037,4.79652573222589,NA,6,8,11,NA,2191,3,"2021/2022","Sep"
"TSARATANANA_ANALAMARINA",2021-09-01,7.2262743230161,9.71218300142525,13.0510823166579,NA,10,13,18,NA,1372,3,"2021/2022","Sep"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2021-09-01,3.00526532284387,4.08351238220785,5.5473922769522,NA,4,5,7,NA,1323,3,"2021/2022","Sep"
"TSARATANANA_ANTARALAVA",2021-09-01,3.85107993009183,5.26635835061761,7.20007205873948,NA,2,3,4,NA,500,3,"2021/2022","Sep"
"TSARATANANA_BEFARY",2021-09-01,5.99806442037691,8.13468826709465,11.0302769018644,NA,13,18,24,NA,2185,3,"2021/2022","Sep"
"TSARATANANA_MAROFOTOTRA",2021-09-01,3.54573073570368,4.81550311119231,6.53878918116691,NA,4,6,8,NA,1245,3,"2021/2022","Sep"
"TSARATANANA_SAHOFIKA",2021-09-01,2.88834831681145,3.89021878290717,5.23843558560839,NA,4,6,8,NA,1450,3,"2021/2022","Sep"
"TSARATANANA_SANDRAKELY",2021-09-01,7.48936078841118,10.0429443799297,13.4646377262574,NA,6,8,11,NA,844,3,"2021/2022","Sep"
"TSARATANANA_SANDRASATY",2021-09-01,3.77263203325889,5.27479284392943,7.37342205446954,NA,5,6,9,NA,1203,3,"2021/2022","Sep"
"TSARATANANA_TSARATANANA",2021-09-01,4.4600238634148,5.97544138294535,8.0040849101394,NA,6,8,11,NA,1398,3,"2021/2022","Sep"
"TSARATANANA_VOHITRARIVO",2021-09-01,2.94215951800502,3.9584459335649,5.32460417897751,NA,3,4,6,NA,1052,3,"2021/2022","Sep"
"AMBIABE_AMBALAFASINA",2021-10-01,10.7987933535426,15.9253371863247,23.4857340465957,NA,12,18,26,NA,1107,3,"2021/2022","Oct"
"AMBIABE_AMBALATENINA",2021-10-01,8.28965265668536,11.7183049246737,16.5642072067215,NA,12,17,24,NA,1443,3,"2021/2022","Oct"
"AMBIABE_AMBIABE I",2021-10-01,7.76519193019401,10.8956170727094,15.2873471198207,NA,25,35,49,NA,3178,3,"2021/2022","Oct"
"AMBIABE_AMBINANINDRANOTELO",2021-10-01,7.78978909686472,10.9482023706861,15.3863365944051,NA,26,37,52,NA,3375,3,"2021/2022","Oct"
"AMBIABE_ANKABOKA",2021-10-01,8.20838109704276,11.726557844483,16.7516121808948,NA,13,18,26,NA,1529,3,"2021/2022","Oct"
"AMBIABE_SAHAVATANA",2021-10-01,6.79514300069604,9.65607281816323,13.7208126053598,NA,6,8,12,NA,871,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2021-10-01,5.97725833824784,7.92332834749774,10.501662558528,NA,5,7,9,NA,869,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBALAVARY",2021-10-01,8.57663576813032,11.344580175208,15.0035742862408,NA,7,9,11,NA,762,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2021-10-01,5.5095030011764,7.73852455266149,10.8662530906334,NA,4,5,7,NA,661,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBILANIBE",2021-10-01,8.90009688112496,11.9321917166487,15.9947390948297,NA,5,7,10,NA,611,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBODIARA",2021-10-01,5.66991093669692,7.54039933855803,10.0265668242394,NA,2,2,3,NA,317,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2021-10-01,16.3107683650648,21.1192345882773,27.3436776647602,NA,21,27,35,NA,1263,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2021-10-01,11.4416085220332,15.1882686189403,20.1591040051311,NA,12,17,22,NA,1088,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2021-10-01,3.91218600368107,5.33335246534597,7.26941443009095,NA,4,5,7,NA,982,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2021-10-01,3.46949824716939,4.53728693184419,5.9332615361725,NA,7,9,12,NA,2066,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2021-10-01,3.93217784736051,5.21211850976358,6.90796318445055,NA,4,6,8,NA,1143,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2021-10-01,7.73000167619763,10.2201576983375,13.5107292041828,NA,11,15,20,NA,1444,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_ANTANJONA",2021-10-01,6.00237381433892,8.06827230958282,10.8441496451294,NA,7,9,13,NA,1177,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_FALIARIVO",2021-10-01,10.3262709417768,14.061200131129,19.144062724678,NA,6,8,11,NA,575,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_FASINTSARA ANDAKANA",2021-10-01,7.29870204393953,10.0179155805924,13.747073365776,NA,4,6,8,NA,564,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_MANDROALINA",2021-10-01,5.48476667732849,7.22473971250063,9.51589803339506,NA,7,9,12,NA,1209,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_MAROLANANANA",2021-10-01,22.1203693639139,29.4949488194473,39.3271229237052,NA,20,26,35,NA,896,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_MAROSATROKA",2021-10-01,4.72470396481481,6.4906600142086,8.9149632174017,NA,6,8,10,NA,1169,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_MASOAROVANA",2021-10-01,4.81964720269163,6.37301625740148,8.42590968164843,NA,6,7,10,NA,1161,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_MORARANO",2021-10-01,8.08607968422588,10.8087470104497,14.446445393001,NA,5,7,9,NA,628,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_NOSIMBOAHANGY",2021-10-01,6.69175233983052,9.2693878331386,12.8372382276275,NA,5,6,9,NA,694,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_SAHAMARANA",2021-10-01,5.44695372112299,7.17048470259244,9.43824783447493,NA,7,9,12,NA,1264,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_SOANIHERENANA NORD",2021-10-01,18.9868948788663,24.9052067467299,32.6672253992474,NA,15,19,25,NA,775,3,"2021/2022","Oct"
"AMBOHIMANGA DU SUD_VOHITRARIVO",2021-10-01,3.72634907928736,5.28350608523415,7.48981639570144,NA,4,6,8,NA,1051,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBINANITOMAROSANA",2021-10-01,3.75961571343237,5.62415012693386,8.41044450400591,NA,5,7,10,NA,1224,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBODIMANGA",2021-10-01,2.89752755517928,4.48116943076672,6.92796409782398,NA,2,3,5,NA,727,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBOHIDAZA",2021-10-01,14.516861551131,23.642136708568,38.5058746594135,NA,5,8,14,NA,358,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBOHIMAHATSINJO",2021-10-01,10.364657334385,14.6654299545115,20.7467659983449,NA,9,12,17,NA,829,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBOHIMAHAVELONA",2021-10-01,5.53968205709546,7.87816850775995,11.2016203065229,NA,3,4,6,NA,564,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBOHIMIERA",2021-10-01,6.65646175763219,9.16361880258804,12.6126213118523,NA,8,11,16,NA,1242,3,"2021/2022","Oct"
"AMBOHIMIERA_AMBOLO",2021-10-01,6.60001353263591,9.79172749456859,14.5228015255634,NA,3,4,7,NA,456,3,"2021/2022","Oct"
"AMBOHIMIERA_ANDEMAKA NORD",2021-10-01,8.89346025879395,12.3012161849812,17.0112392731026,NA,10,14,19,NA,1135,3,"2021/2022","Oct"
"AMBOHIMIERA_ANDRORANGAVOLA",2021-10-01,4.55329525519998,6.50437357430473,9.28983774715666,NA,3,5,7,NA,734,3,"2021/2022","Oct"
"AMBOHIMIERA_ANTARAMBAKANA",2021-10-01,7.08385964180335,10.1524613530154,14.5459243039559,NA,6,9,12,NA,854,3,"2021/2022","Oct"
"AMBOHIMIERA_FALIARIVO",2021-10-01,5.03996760244333,7.47148087270992,11.0726276711088,NA,3,5,7,NA,621,3,"2021/2022","Oct"
"AMBOHIMIERA_FIADANANA NORD",2021-10-01,3.13242197872159,4.81192532941578,7.38939269743226,NA,2,3,4,NA,536,3,"2021/2022","Oct"
"AMBOHIMIERA_MANARINONY",2021-10-01,5.98349533757121,8.38736849437275,11.7547949987568,NA,7,10,14,NA,1181,3,"2021/2022","Oct"
"AMBOHIMIERA_MAROFOTSY",2021-10-01,11.7622755514417,16.3570123286858,22.7428508427905,NA,9,13,18,NA,792,3,"2021/2022","Oct"
"AMBOHIMIERA_MAROMANANA",2021-10-01,4.44546747882652,6.29638005692184,8.91606478397016,NA,8,11,16,NA,1824,3,"2021/2022","Oct"
"AMBOHIMIERA_SAHALALONA",2021-10-01,2.20892563226551,3.19388468596642,4.61711640907503,NA,3,4,6,NA,1199,3,"2021/2022","Oct"
"AMBOHIMIERA_SAHASOMANGANA",2021-10-01,8.67578729964449,11.8666621487425,16.2288435465408,NA,11,15,21,NA,1298,3,"2021/2022","Oct"
"AMBOHIMIERA_TSINJORANO",2021-10-01,11.4547138833802,15.8042461189274,21.8013510181347,NA,8,11,15,NA,703,3,"2021/2022","Oct"
"AMBOHIMIERA_VOHIMENA",2021-10-01,8.51347831380247,11.8999555225842,16.6297679625139,NA,7,10,13,NA,811,3,"2021/2022","Oct"
"AMPASINAMBO_AMBODIARA NORD",2021-10-01,4.94859324516302,7.98534984624783,12.883620257206,NA,7,11,17,NA,1323,3,"2021/2022","Oct"
"AMPASINAMBO_AMPASIMBOLA I",2021-10-01,9.03031439062657,14.846564194501,24.4046556083649,NA,3,6,9,NA,377,3,"2021/2022","Oct"
"AMPASINAMBO_FIADANANA NORD",2021-10-01,10.818708053092,17.5019683021204,28.3061946765605,NA,5,8,12,NA,437,3,"2021/2022","Oct"
"AMPASINAMBO_MORARANO",2021-10-01,2.79499960581038,5.34966820989,10.2361313830977,NA,1,3,5,NA,489,3,"2021/2022","Oct"
"AMPASINAMBO_SAKAVANANA",2021-10-01,5.09830764653032,8.44040234213504,13.9699381938541,NA,4,7,11,NA,794,3,"2021/2022","Oct"
"AMPASINAMBO_VOLOBE",2021-10-01,6.89307691933075,11.3017305369226,18.5246621065067,NA,3,4,7,NA,385,3,"2021/2022","Oct"
"ANALAMPASINA_AMBARO",2021-10-01,3.29328599066889,5.07987424638195,7.8337227851381,NA,4,6,10,NA,1261,3,"2021/2022","Oct"
"ANALAMPASINA_AMBOHIMALAZA",2021-10-01,4.31195196394537,6.2359811467504,9.01690283040323,NA,4,6,8,NA,906,3,"2021/2022","Oct"
"ANALAMPASINA_AMBOHIMIARINA",2021-10-01,4.80856516351894,7.59344848711295,11.9880424439569,NA,2,4,6,NA,466,3,"2021/2022","Oct"
"ANALAMPASINA_ANALAMPASINA",2021-10-01,11.9425851765283,17.4668662460967,25.5420669348035,NA,16,23,34,NA,1333,3,"2021/2022","Oct"
"ANALAMPASINA_ANALAVORY",2021-10-01,3.12432657674307,4.70691291483714,7.08951173977073,NA,2,3,5,NA,685,3,"2021/2022","Oct"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2021-10-01,14.4074853981643,21.1706265678527,31.1036860436943,NA,8,12,17,NA,549,3,"2021/2022","Oct"
"ANALAMPASINA_BETAMPO NORD",2021-10-01,12.0474065410727,18.3803617378468,28.036133628665,NA,9,13,20,NA,715,3,"2021/2022","Oct"
"ANALAMPASINA_MANJIRIANA SUD",2021-10-01,4.48987618404187,6.94103699399573,10.7274097236078,NA,3,5,8,NA,773,3,"2021/2022","Oct"
"ANALAMPASINA_MATSITSIRANO",2021-10-01,7.3768538968401,10.89918961989,16.1003755419556,NA,5,8,12,NA,737,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBALATABAKA",2021-10-01,8.00306572233878,11.0444100820113,15.2395440834659,NA,7,9,12,NA,816,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBALAVAONA",2021-10-01,6.45203405518506,9.03196331088185,12.6415621501804,NA,7,9,13,NA,1042,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBODIARA NORD",2021-10-01,7.54087941172927,10.34655353526,14.1943506730112,NA,7,9,13,NA,888,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBODIFONTSINA",2021-10-01,5.37629819609529,7.63151587832044,10.830741667065,NA,6,8,11,NA,1025,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBODIRORANGA",2021-10-01,11.1850741628261,15.4035978415567,21.2110504434081,NA,11,15,21,NA,1004,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2021-10-01,11.4906602448538,17.26742282812,25.9406043240048,NA,9,13,20,NA,763,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMBOHIMISAFY",2021-10-01,11.4882644563574,15.545695077948,21.0340927614673,NA,14,19,25,NA,1202,3,"2021/2022","Oct"
"ANDRORANGAVOLA_AMPASIMPOTSY",2021-10-01,8.0613625535121,11.0746347188744,15.2124809548296,NA,12,17,23,NA,1518,3,"2021/2022","Oct"
"ANDRORANGAVOLA_ANDRORANGAVOLA",2021-10-01,5.34473964304331,7.25994677172955,9.86060762377753,NA,14,19,25,NA,2574,3,"2021/2022","Oct"
"ANDRORANGAVOLA_ANIVORANO",2021-10-01,4.31000463835078,5.88490851443627,8.0347706954923,NA,9,12,16,NA,2026,3,"2021/2022","Oct"
"ANDRORANGAVOLA_LAVAKIANJA SUD",2021-10-01,8.40186231570622,12.094613268321,17.4065211088611,NA,7,9,14,NA,777,3,"2021/2022","Oct"
"ANDRORANGAVOLA_MAHASOA",2021-10-01,12.6493920252686,17.1021775208577,23.1204099521127,NA,35,47,63,NA,2731,3,"2021/2022","Oct"
"ANDRORANGAVOLA_MANDRIAPOTSY",2021-10-01,5.81503733384559,8.55535239845431,12.5837423094509,NA,2,3,5,NA,389,3,"2021/2022","Oct"
"ANDRORANGAVOLA_NOSIBE SUD",2021-10-01,6.69873805736034,9.22986578050624,12.7155847912467,NA,6,8,12,NA,910,3,"2021/2022","Oct"
"ANTARETRA_AMBINANIVATOMENA",2021-10-01,13.9358984233273,19.1363242355043,26.2758323147414,NA,13,17,24,NA,899,3,"2021/2022","Oct"
"ANTARETRA_AMBOATROTROKA",2021-10-01,14.5847920328115,19.4246494545445,25.8698598213111,NA,23,31,41,NA,1584,3,"2021/2022","Oct"
"ANTARETRA_AMBODIARA I",2021-10-01,9.93672734820606,13.5314989770866,18.4253767753388,NA,7,10,13,NA,719,3,"2021/2022","Oct"
"ANTARETRA_AMBODIROTRA",2021-10-01,6.4236674386152,8.69561124993319,11.7702755406977,NA,6,8,11,NA,908,3,"2021/2022","Oct"
"ANTARETRA_AMPASIMBE",2021-10-01,19.9494696499439,26.7292101859207,35.8120561282578,NA,18,25,33,NA,918,3,"2021/2022","Oct"
"ANTARETRA_ANDONABE",2021-10-01,9.85319904847361,13.1874929197554,17.6495874746719,NA,15,20,27,NA,1534,3,"2021/2022","Oct"
"ANTARETRA_ANDRANOMAITSO",2021-10-01,3.90137441783374,5.23710926753068,7.02986539061032,NA,7,10,13,NA,1828,3,"2021/2022","Oct"
"ANTARETRA_ANTARETRA",2021-10-01,4.23636776344885,5.68617914344753,7.6317780677144,NA,10,13,17,NA,2255,3,"2021/2022","Oct"
"ANTARETRA_BETAMPONA",2021-10-01,4.46604106284365,6.09622591935574,8.32092982652093,NA,2,3,5,NA,552,3,"2021/2022","Oct"
"ANTARETRA_MORAFENO",2021-10-01,11.0599813990861,14.7562114837447,19.6865470145458,NA,9,11,15,NA,770,3,"2021/2022","Oct"
"ANTSINDRA_AMBATOVORY",2021-10-01,6.81233022313684,9.772585823946,14.017781119037,NA,11,16,24,NA,1687,3,"2021/2022","Oct"
"ANTSINDRA_AMPITABE",2021-10-01,12.904242882959,19.1458235243765,28.4026068039532,NA,14,20,30,NA,1055,3,"2021/2022","Oct"
"ANTSINDRA_AMPITOMITA",2021-10-01,16.1484069051193,22.9344249946116,32.5733141563094,NA,13,18,26,NA,800,3,"2021/2022","Oct"
"ANTSINDRA_ANIVORANO",2021-10-01,13.14696201071,18.8607933015516,27.0548958915398,NA,14,19,28,NA,1029,3,"2021/2022","Oct"
"ANTSINDRA_ANTSINDRA",2021-10-01,18.4640502889968,26.1914366372073,37.1548627973703,NA,27,39,55,NA,1473,3,"2021/2022","Oct"
"ANTSINDRA_BEFOTAKA",2021-10-01,11.5420043933894,17.1776584310623,25.5613700019548,NA,11,17,25,NA,988,3,"2021/2022","Oct"
"ANTSINDRA_KIANJAVATO",2021-10-01,21.9924667141594,31.2922952198642,44.523826560901,NA,16,23,33,NA,733,3,"2021/2022","Oct"
"FASINTSARA_AMBALAPAISO",2021-10-01,7.01090743638337,9.76043211069947,13.586351057914,NA,8,11,15,NA,1091,3,"2021/2022","Oct"
"FASINTSARA_AMBATOMANJAKA",2021-10-01,5.40603069779147,7.36667378400353,10.0374100035759,NA,6,8,11,NA,1087,3,"2021/2022","Oct"
"FASINTSARA_AMBINANISERY",2021-10-01,9.99387341324527,13.8169939268417,19.100893199687,NA,4,6,9,NA,449,3,"2021/2022","Oct"
"FASINTSARA_AMBODIARA SUD",2021-10-01,8.98154150935209,12.1619148465572,16.4676301875584,NA,13,17,23,NA,1422,3,"2021/2022","Oct"
"FASINTSARA_AMBODIVOANGY",2021-10-01,6.17229641295774,8.77817280671812,12.4819192583285,NA,4,6,9,NA,700,3,"2021/2022","Oct"
"FASINTSARA_AMBOHINIHAONANA",2021-10-01,8.30485356919957,11.379983569913,15.5922742246849,NA,6,8,11,NA,726,3,"2021/2022","Oct"
"FASINTSARA_AMBOHITSARA",2021-10-01,10.6430436992364,14.6126371552144,20.0613580967668,NA,4,5,7,NA,351,3,"2021/2022","Oct"
"FASINTSARA_ANDRANOMAINTSO",2021-10-01,9.22009143559821,12.6349886020831,17.3137228130836,NA,14,19,26,NA,1487,3,"2021/2022","Oct"
"FASINTSARA_ANTENIMBELONA",2021-10-01,5.24774904096505,7.21047837021587,9.90644263969572,NA,6,9,12,NA,1231,3,"2021/2022","Oct"
"FASINTSARA_BEFOTAKA",2021-10-01,11.4073367389854,15.7815087950803,21.8303334852047,NA,4,5,7,NA,341,3,"2021/2022","Oct"
"FASINTSARA_FASINTSARA",2021-10-01,10.6438125728869,14.4139085939553,19.5177350475408,NA,11,15,20,NA,1015,3,"2021/2022","Oct"
"FASINTSARA_MANAKANA SUD",2021-10-01,9.16347933913604,12.3967184182845,16.7692084382953,NA,6,9,12,NA,695,3,"2021/2022","Oct"
"FASINTSARA_MAROVORAKA",2021-10-01,6.69611786378307,9.30826292135325,12.9376626662047,NA,5,7,10,NA,765,3,"2021/2022","Oct"
"FASINTSARA_SAHAKONDRO",2021-10-01,3.94977955410625,5.59763326657402,7.9319229416032,NA,1,2,3,NA,364,3,"2021/2022","Oct"
"FASINTSARA_TSARAKIANJA",2021-10-01,2.96345256153546,4.11836091277349,5.722680667999,NA,2,3,5,NA,839,3,"2021/2022","Oct"
"FASINTSARA_TSARARIVOTRA",2021-10-01,15.5815699186271,21.4108571142733,29.4189734514863,NA,7,9,12,NA,418,3,"2021/2022","Oct"
"FASINTSARA_TSARATANANA",2021-10-01,6.35366241232102,8.73148030706329,11.997969056621,NA,8,11,15,NA,1236,3,"2021/2022","Oct"
"IFANADIANA_AMBODIARA",2021-10-01,12.9551803025355,17.3392975749852,23.2067948902505,NA,24,32,43,NA,1873,3,"2021/2022","Oct"
"IFANADIANA_AMBODIRAFIA II",2021-10-01,4.85324406170727,6.52547477989393,8.77373425328474,NA,13,18,24,NA,2697,3,"2021/2022","Oct"
"IFANADIANA_AMBORAKA",2021-10-01,3.73691961373886,5.0194482309913,6.74201385522496,NA,7,10,13,NA,1995,3,"2021/2022","Oct"
"IFANADIANA_ANDRANOFOLAHINA",2021-10-01,3.62325306679344,4.91202785435119,6.65907612343986,NA,5,7,9,NA,1421,3,"2021/2022","Oct"
"IFANADIANA_ANTAFOTENINA",2021-10-01,3.13134091143985,4.21179090175814,5.66480618746692,NA,4,6,8,NA,1324,3,"2021/2022","Oct"
"IFANADIANA_FENOARIVO I",2021-10-01,6.88892327026952,9.44346587045974,12.9445348520189,NA,7,10,14,NA,1048,3,"2021/2022","Oct"
"IFANADIANA_IFANADIANA",2021-10-01,3.50747932416605,4.67982993726403,6.24389282108693,NA,20,27,36,NA,5795,3,"2021/2022","Oct"
"IFANADIANA_MAROMENA",2021-10-01,4.95828088587104,6.64254273614546,8.89884162138259,NA,11,15,20,NA,2256,3,"2021/2022","Oct"
"IFANADIANA_SAHAFITOROKA",2021-10-01,5.16758402246655,6.89887224665945,9.21006067012397,NA,13,17,23,NA,2473,3,"2021/2022","Oct"
"KELILALINA_AMBALADINGANA",2021-10-01,10.3025634953825,13.798315508029,18.4793758365972,NA,11,14,19,NA,1033,3,"2021/2022","Oct"
"KELILALINA_AMBODIPAISO NORD",2021-10-01,6.29583582601083,8.38517557776373,11.167430469156,NA,3,5,6,NA,549,3,"2021/2022","Oct"
"KELILALINA_AMBODIPAISO SUD",2021-10-01,3.29390002527586,4.43346103428391,5.96695420256858,NA,3,3,5,NA,776,3,"2021/2022","Oct"
"KELILALINA_AMBODIVOANGY",2021-10-01,6.73804696482468,8.95876896915495,11.9108071371546,NA,8,10,14,NA,1165,3,"2021/2022","Oct"
"KELILALINA_AMBOHINIHAONANA",2021-10-01,6.50399598672676,8.66295825936157,11.5381122212256,NA,8,10,13,NA,1159,3,"2021/2022","Oct"
"KELILALINA_AMPITAMBE",2021-10-01,7.04392332090344,9.47449187466129,12.7432796565743,NA,3,4,5,NA,399,3,"2021/2022","Oct"
"KELILALINA_ANDRANOMAINTY",2021-10-01,6.86739659254906,9.15569687445401,12.2060263113237,NA,9,12,16,NA,1312,3,"2021/2022","Oct"
"KELILALINA_ANOSY",2021-10-01,7.89809559567704,10.6570255992944,14.3788973416914,NA,4,5,7,NA,510,3,"2021/2022","Oct"
"KELILALINA_FOTSIALANANA",2021-10-01,7.57679340826414,10.0230648593454,13.2588901539073,NA,15,20,26,NA,1967,3,"2021/2022","Oct"
"KELILALINA_KELILALINA",2021-10-01,6.91359641529543,9.12566561440378,12.0452846031723,NA,26,34,45,NA,3743,3,"2021/2022","Oct"
"KELILALINA_KIANJANOMBY",2021-10-01,6.71484093561272,8.92377153474658,11.85901964844,NA,8,11,14,NA,1207,3,"2021/2022","Oct"
"KELILALINA_MANDRIVANY",2021-10-01,3.99850157748559,5.30428599896216,7.03630715585182,NA,6,8,10,NA,1445,3,"2021/2022","Oct"
"MAROHARATRA_AMBALAVOLO",2021-10-01,17.901025903024,24.1990062755809,32.7094940335802,NA,20,27,36,NA,1113,3,"2021/2022","Oct"
"MAROHARATRA_AMBINANINDRANO",2021-10-01,4.10498495228969,5.7055322360188,7.92872564382869,NA,3,4,6,NA,722,3,"2021/2022","Oct"
"MAROHARATRA_AMBODIMANGA",2021-10-01,15.2819833123503,20.7798593727765,28.2523478724996,NA,10,13,18,NA,639,3,"2021/2022","Oct"
"MAROHARATRA_AMBOHITSARA EST",2021-10-01,5.33315343763994,7.5060422697004,10.5621097653674,NA,6,9,13,NA,1198,3,"2021/2022","Oct"
"MAROHARATRA_AMPASIMADINIKA",2021-10-01,4.90627899003798,6.76142415837478,9.3165724718154,NA,4,6,8,NA,832,3,"2021/2022","Oct"
"MAROHARATRA_AMPASIMADINIKAKELY",2021-10-01,7.33870571759221,10.0724202566339,13.8224854412948,NA,6,8,12,NA,838,3,"2021/2022","Oct"
"MAROHARATRA_AMPASIMPOTSY",2021-10-01,6.19883320591097,8.52435480579772,11.720470616706,NA,3,5,7,NA,559,3,"2021/2022","Oct"
"MAROHARATRA_ANIVORANO",2021-10-01,4.41797002959455,6.57988473512618,9.79638706782507,NA,3,4,6,NA,633,3,"2021/2022","Oct"
"MAROHARATRA_ANTANJOMANGA",2021-10-01,3.15409359655922,4.76583718548612,7.19842288721307,NA,2,4,5,NA,760,3,"2021/2022","Oct"
"MAROHARATRA_BETAMPONA NORD",2021-10-01,2.10674178910829,2.97602253623433,4.20342130667569,NA,2,3,4,NA,898,3,"2021/2022","Oct"
"MAROHARATRA_MAHATSARA",2021-10-01,5.3284040492611,7.68212650283738,11.0726098771072,NA,5,8,11,NA,1015,3,"2021/2022","Oct"
"MAROHARATRA_MALAZAMASINA NORD",2021-10-01,4.08162590262809,6.31938693490073,9.77992648940345,NA,3,4,6,NA,620,3,"2021/2022","Oct"
"MAROHARATRA_MALAZAMASINA SUD",2021-10-01,13.7415644360513,20.0128422719445,29.1408457973743,NA,9,13,20,NA,670,3,"2021/2022","Oct"
"MAROHARATRA_MALEMIAMBO",2021-10-01,2.3383452836348,3.3423936657626,4.77690437111524,NA,1,2,3,NA,623,3,"2021/2022","Oct"
"MAROHARATRA_MANAKANA",2021-10-01,2.15332727933686,3.33964418105272,5.17812754242324,NA,1,2,3,NA,493,3,"2021/2022","Oct"
"MAROHARATRA_MAROHARATRA",2021-10-01,6.5614649988609,8.93165367517875,12.1562777869258,NA,8,10,14,NA,1146,3,"2021/2022","Oct"
"MAROHARATRA_SAHOMBY",2021-10-01,4.98702569635876,7.5881332068279,11.5412686300275,NA,3,4,7,NA,583,3,"2021/2022","Oct"
"MAROHARATRA_SOANIERANA",2021-10-01,3.79612474708654,5.24402716956135,7.24297190529492,NA,2,3,4,NA,597,3,"2021/2022","Oct"
"MAROHARATRA_TANAMBAO OUEST",2021-10-01,3.7103176069821,5.20445100199007,7.2989741032,NA,2,3,4,NA,558,3,"2021/2022","Oct"
"MAROTOKO_AMBALAVIA",2021-10-01,20.1753439296038,30.1173558308819,44.953692680622,NA,11,17,25,NA,548,3,"2021/2022","Oct"
