"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"MAROHARATRA_SOANIERANA",2023-10-01,8.37128240919937,11.6262892230828,16.1443452529864,NA,5,7,10,NA,631,1,"2023/2024","Oct"
"MAROHARATRA_TANAMBAO OUEST",2023-10-01,7.47349866468585,10.4959213344263,14.7380605318649,NA,4,6,9,NA,590,1,"2023/2024","Oct"
"MAROTOKO_AMBALAVIA",2023-10-01,42.8306534578693,64.049677477842,95.7723359203869,NA,25,37,55,NA,579,1,"2023/2024","Oct"
"MAROTOKO_AMBARIJATSY",2023-10-01,32.5929334664985,51.5006856846698,81.3707391001676,NA,29,47,73,NA,903,1,"2023/2024","Oct"
"MAROTOKO_AMBATOMITRATRAKA",2023-10-01,87.7197818564564,130.464770270363,194.033191557086,NA,41,61,91,NA,471,1,"2023/2024","Oct"
"MAROTOKO_AMBOATROTROKA",2023-10-01,46.5423799310116,65.3357556408811,91.710128453672,NA,39,55,77,NA,839,1,"2023/2024","Oct"
"MAROTOKO_AMBODIARA SUD",2023-10-01,18.3275532865921,25.8989646496774,36.5947575371508,NA,17,24,34,NA,918,1,"2023/2024","Oct"
"MAROTOKO_AMBOHIMAHAVELONA",2023-10-01,45.2380010627183,67.9813866263267,102.144858107154,NA,33,49,73,NA,719,1,"2023/2024","Oct"
"MAROTOKO_KIANJANOMBY",2023-10-01,23.7791612170451,33.2482266306767,46.4837664225256,NA,21,30,42,NA,896,1,"2023/2024","Oct"
"MAROTOKO_MANAMPANDRANA",2023-10-01,19.1711847469759,27.4345270913713,39.2546287714325,NA,12,18,25,NA,648,1,"2023/2024","Oct"
"MAROTOKO_MANDIAFASINA",2023-10-01,28.4057099897601,39.9955896740064,56.3085905865452,NA,21,30,42,NA,749,1,"2023/2024","Oct"
"MAROTOKO_MAROTOKO",2023-10-01,13.8217512104603,19.3245193906791,27.0157927138658,NA,29,41,57,NA,2101,1,"2023/2024","Oct"
"RANOMAFANA_AMBATOLAHY",2023-10-01,2.86544260432326,4.11509073480132,5.90943792159196,NA,4,6,9,NA,1543,1,"2023/2024","Oct"
"RANOMAFANA_AMBODIAVIAVY",2023-10-01,3.57040783524262,5.17116128374223,7.48922081958033,NA,4,6,9,NA,1234,1,"2023/2024","Oct"
"RANOMAFANA_AMPASIMPOTSY",2023-10-01,4.83204675282924,6.95532333597815,10.0114703916108,NA,11,16,23,NA,2261,1,"2023/2024","Oct"
"RANOMAFANA_MENARANO",2023-10-01,4.5001985070261,6.50896084186911,9.41376477026329,NA,7,10,14,NA,1523,1,"2023/2024","Oct"
"RANOMAFANA_RANOMAFANA",2023-10-01,2.31905416496366,3.29787200726013,4.68964699420071,NA,11,15,22,NA,4638,1,"2023/2024","Oct"
"RANOMAFANA_SAHANDRAZANA",2023-10-01,7.85564903182324,11.8279148091136,17.8062519701551,NA,7,11,17,NA,931,1,"2023/2024","Oct"
"RANOMAFANA_TSARAMANDROSO",2023-10-01,9.649151144687,13.8446049285938,19.8634843852596,NA,27,39,55,NA,2794,1,"2023/2024","Oct"
"RANOMAFANA_VOHIMARINA",2023-10-01,4.95215798465586,7.21959875352787,10.524864306099,NA,9,14,20,NA,1901,1,"2023/2024","Oct"
"TSARATANANA_AMBALAFARY",2023-10-01,75.5680754441225,100.98680518477,134.962165215805,NA,81,109,145,NA,1075,1,"2023/2024","Oct"
"TSARATANANA_AMBALAFATAKANA EST",2023-10-01,47.0971200252753,62.2965855352648,82.4058848717632,NA,46,61,81,NA,979,1,"2023/2024","Oct"
"TSARATANANA_AMBATOHARANANA",2023-10-01,16.5288847903549,21.6184868536826,28.2743618388215,NA,37,48,63,NA,2221,1,"2023/2024","Oct"
"TSARATANANA_AMBATOHARANANAKELY",2023-10-01,23.6752769236784,31.3480665549192,41.504417907367,NA,28,37,48,NA,1166,1,"2023/2024","Oct"
"TSARATANANA_AMBODIGOAVY",2023-10-01,15.4648221239245,20.1965263541121,26.374390767426,NA,13,16,21,NA,812,1,"2023/2024","Oct"
"TSARATANANA_AMBODIMANGA EST",2023-10-01,7.59548702829478,9.99322154576696,13.1474173322924,NA,16,21,28,NA,2109,1,"2023/2024","Oct"
"TSARATANANA_AMBODIMANGA OUEST",2023-10-01,19.8194427856507,25.9506198917043,33.9772544257012,NA,21,28,36,NA,1066,1,"2023/2024","Oct"
"TSARATANANA_AMBODIRAFIA EST",2023-10-01,30.1810789005478,39.7321756102124,52.3049726115703,NA,52,68,90,NA,1723,1,"2023/2024","Oct"
"TSARATANANA_AMBOHIMASINA",2023-10-01,10.8234838866512,14.4179867570536,19.2056112503305,NA,15,20,27,NA,1411,1,"2023/2024","Oct"
"TSARATANANA_AMBOHIMITA",2023-10-01,19.423871931108,25.697440993488,33.9970964212833,NA,21,28,36,NA,1073,1,"2023/2024","Oct"
"TSARATANANA_AMBOHINIHAONANA",2023-10-01,27.4655277085123,35.9290423384761,46.9994999757384,NA,28,36,48,NA,1012,1,"2023/2024","Oct"
"TSARATANANA_AMBOHIPO",2023-10-01,14.9856355232998,19.5410276248398,25.4801158248636,NA,20,26,34,NA,1323,1,"2023/2024","Oct"
"TSARATANANA_AMBOHITSARA I",2023-10-01,10.9850409818988,14.2636774479806,18.520305626686,NA,25,33,43,NA,2321,1,"2023/2024","Oct"
"TSARATANANA_ANALAMARINA",2023-10-01,29.3814751889787,38.1658166308364,49.5773671856207,NA,43,55,72,NA,1453,1,"2023/2024","Oct"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2023-10-01,12.1285772960015,15.8675835038442,20.7583171908607,NA,17,22,29,NA,1401,1,"2023/2024","Oct"
"TSARATANANA_ANTARALAVA",2023-10-01,15.6331175031875,20.617486982588,27.1890866178324,NA,8,11,14,NA,529,1,"2023/2024","Oct"
"TSARATANANA_BEFARY",2023-10-01,24.562926684254,32.1895275579148,42.182468660942,NA,57,74,98,NA,2314,1,"2023/2024","Oct"
"TSARATANANA_MAROFOTOTRA",2023-10-01,14.0401688878283,18.5433309259177,24.4899632529291,NA,19,24,32,NA,1319,1,"2023/2024","Oct"
"TSARATANANA_SAHOFIKA",2023-10-01,11.6098395136806,15.1133255717468,19.6734182893549,NA,18,23,30,NA,1536,1,"2023/2024","Oct"
"TSARATANANA_SANDRAKELY",2023-10-01,29.6540927685777,38.4653854561634,49.8939696579968,NA,27,34,45,NA,894,1,"2023/2024","Oct"
"TSARATANANA_SANDRASATY",2023-10-01,15.5643744463421,21.0402170743602,28.4416792241513,NA,20,27,36,NA,1274,1,"2023/2024","Oct"
"TSARATANANA_TSARATANANA",2023-10-01,18.3852121319267,23.8118925638777,30.83900336799,NA,27,35,46,NA,1481,1,"2023/2024","Oct"
"TSARATANANA_VOHITRARIVO",2023-10-01,11.6560083116459,15.1704380646929,19.743515219867,NA,13,17,22,NA,1114,1,"2023/2024","Oct"
"AMBIABE_AMBALAFASINA",2023-11-01,53.9809717788428,78.3272210888694,113.656018529462,NA,63,92,133,NA,1173,1,"2023/2024","Nov"
"AMBIABE_AMBALATENINA",2023-11-01,41.5246349514271,57.1933087538951,78.7729750593235,NA,63,87,120,NA,1528,1,"2023/2024","Nov"
"AMBIABE_AMBIABE I",2023-11-01,38.3449231302315,52.1056570720411,70.805300022709,NA,129,175,238,NA,3366,1,"2023/2024","Nov"
"AMBIABE_AMBINANINDRANOTELO",2023-11-01,40.7315830007494,55.3846350073764,75.3083225453842,NA,146,198,269,NA,3575,1,"2023/2024","Nov"
"AMBIABE_ANKABOKA",2023-11-01,42.5981683815026,58.3263083816416,79.860598739595,NA,69,94,129,NA,1619,1,"2023/2024","Nov"
"AMBIABE_SAHAVATANA",2023-11-01,33.9360547960088,46.7661805707216,64.4481599001631,NA,31,43,59,NA,922,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2023-11-01,32.2821237419563,42.0876922997992,54.871906808249,NA,30,39,50,NA,920,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBALAVARY",2023-11-01,40.3407530772127,52.3910731603268,68.039553944921,NA,33,42,55,NA,808,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2023-11-01,26.5377117562537,36.1114395736918,49.1307093270749,NA,19,25,34,NA,700,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBILANIBE",2023-11-01,45.4900760717784,59.1039285514047,76.7905913469488,NA,29,38,50,NA,648,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBODIARA",2023-11-01,26.9516291799995,34.8067753266698,44.950130382157,NA,9,12,15,NA,336,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2023-11-01,76.3222491565714,96.3236041965518,121.578083623926,NA,102,129,163,NA,1337,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2023-11-01,56.4183730931023,72.4381569181558,93.0075899496699,NA,65,83,107,NA,1152,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2023-11-01,20.4197707736359,26.9290520796745,35.5109788276688,NA,21,28,37,NA,1040,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2023-11-01,15.9763870965731,20.3502295447819,25.9226195731757,NA,35,45,57,NA,2189,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2023-11-01,18.6183578993753,23.872074291001,30.6085226191622,NA,23,29,37,NA,1211,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2023-11-01,34.2913822104045,44.0968663382075,56.7065913056386,NA,52,67,87,NA,1529,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_ANTANJONA",2023-11-01,28.0173070997284,36.5230293644738,47.6123746106571,NA,35,46,59,NA,1247,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_FALIARIVO",2023-11-01,47.379659471739,62.9389424866734,83.6065501920691,NA,29,38,51,NA,609,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_FASINTSARA ANDAKANA",2023-11-01,35.3770080668262,47.1306598217838,62.7824632380768,NA,21,28,38,NA,598,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_MANDROALINA",2023-11-01,26.5714213885896,34.1016040557667,43.7678663734497,NA,34,44,56,NA,1281,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_MAROLANANANA",2023-11-01,105.081307883342,135.966438385844,175.953579994949,NA,100,129,167,NA,949,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_MAROSATROKA",2023-11-01,23.8859660823523,31.7072593275926,42.0865555783129,NA,30,39,52,NA,1238,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_MASOAROVANA",2023-11-01,22.7355152713506,29.2720597050733,37.6876004697439,NA,28,36,46,NA,1229,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_MORARANO",2023-11-01,37.3829772149596,48.1766348617595,62.0881317502922,NA,25,32,41,NA,666,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_NOSIMBOAHANGY",2023-11-01,31.5655292936616,42.2997794817793,56.6801216506544,NA,23,31,42,NA,735,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_SAHAMARANA",2023-11-01,26.1771521010159,33.4965123063248,42.8629193815145,NA,35,45,57,NA,1338,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_SOANIHERENANA NORD",2023-11-01,87.0486886755212,110.791311021414,141.029072438894,NA,72,91,116,NA,822,1,"2023/2024","Nov"
"AMBOHIMANGA DU SUD_VOHITRARIVO",2023-11-01,16.8162430178406,23.1252039666073,31.7983788264093,NA,19,26,35,NA,1113,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBINANITOMAROSANA",2023-11-01,25.8959914203196,36.616616816448,51.7684531858458,NA,34,47,67,NA,1297,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBODIMANGA",2023-11-01,20.192111696104,29.2739520694027,42.4316099864092,NA,16,23,33,NA,769,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBOHIDAZA",2023-11-01,100.797713845969,155.806811242393,240.932814260493,NA,38,59,91,NA,379,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBOHIMAHATSINJO",2023-11-01,70.2102371406046,95.1847737792577,129.048741487565,NA,62,84,113,NA,878,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBOHIMAHAVELONA",2023-11-01,36.1711110501408,49.4929949365886,67.7224149438143,NA,22,30,40,NA,598,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBOHIMIERA",2023-11-01,48.7511978773634,62.79254183823,80.8793256714752,NA,64,83,106,NA,1316,1,"2023/2024","Nov"
"AMBOHIMIERA_AMBOLO",2023-11-01,45.1356954055474,62.8694615066898,87.5652261355793,NA,22,30,42,NA,483,1,"2023/2024","Nov"
"AMBOHIMIERA_ANDEMAKA NORD",2023-11-01,65.5744228759888,85.4457684837581,111.341910636567,NA,79,103,134,NA,1202,1,"2023/2024","Nov"
"AMBOHIMIERA_ANDRORANGAVOLA",2023-11-01,31.0665067239997,41.7558926936665,56.1265223868274,NA,24,32,44,NA,777,1,"2023/2024","Nov"
"AMBOHIMIERA_ANTARAMBAKANA",2023-11-01,51.3359064898322,68.6296747197612,91.7427926190536,NA,46,62,83,NA,905,1,"2023/2024","Nov"
"AMBOHIMIERA_FALIARIVO",2023-11-01,36.3505082205495,50.586675047073,70.387401470304,NA,24,33,46,NA,659,1,"2023/2024","Nov"
"AMBOHIMIERA_FIADANANA NORD",2023-11-01,21.7744908323343,31.3114159207747,45.0153093811412,NA,12,18,26,NA,567,1,"2023/2024","Nov"
"AMBOHIMIERA_MANARINONY",2023-11-01,41.4093986338839,54.4052827644753,71.484009588585,NA,52,68,89,NA,1251,1,"2023/2024","Nov"
"AMBOHIMIERA_MAROFOTSY",2023-11-01,80.3727453326553,105.591867115676,138.735630292513,NA,67,89,116,NA,839,1,"2023/2024","Nov"
"AMBOHIMIERA_MAROMANANA",2023-11-01,28.5255082624878,38.4802519321187,51.9089884321396,NA,55,74,100,NA,1932,1,"2023/2024","Nov"
"AMBOHIMIERA_SAHALALONA",2023-11-01,15.6689456430841,21.1008699006936,28.4156486556717,NA,20,27,36,NA,1270,1,"2023/2024","Nov"
"AMBOHIMIERA_SAHASOMANGANA",2023-11-01,58.531969418542,76.2124118260604,99.2428324817343,NA,80,105,136,NA,1374,1,"2023/2024","Nov"
"AMBOHIMIERA_TSINJORANO",2023-11-01,79.8122710831108,103.29072298489,133.680694887762,NA,59,77,100,NA,745,1,"2023/2024","Nov"
"AMBOHIMIERA_VOHIMENA",2023-11-01,56.3243571227149,73.6909329007443,96.4131494646024,NA,48,63,83,NA,860,1,"2023/2024","Nov"
"AMPASINAMBO_AMBODIARA NORD",2023-11-01,20.8783623336978,30.0145288915677,43.1506642675465,NA,29,42,60,NA,1401,1,"2023/2024","Nov"
"AMPASINAMBO_AMPASIMBOLA I",2023-11-01,36.5384770596237,53.292423417757,77.73078358363,NA,15,21,31,NA,400,1,"2023/2024","Nov"
"AMPASINAMBO_FIADANANA NORD",2023-11-01,45.1637483113151,65.1128471883133,93.8731346762953,NA,21,30,43,NA,462,1,"2023/2024","Nov"
"AMPASINAMBO_MORARANO",2023-11-01,12.5746790033907,21.657517887793,37.2876967012983,NA,7,11,19,NA,518,1,"2023/2024","Nov"
"AMPASINAMBO_SAKAVANANA",2023-11-01,20.6130446591051,29.8336701808623,43.1776638894727,NA,17,25,36,NA,841,1,"2023/2024","Nov"
"AMPASINAMBO_VOLOBE",2023-11-01,27.8715003636579,40.3381202817277,58.3758858213129,NA,11,16,24,NA,408,1,"2023/2024","Nov"
"ANALAMPASINA_AMBARO",2023-11-01,18.1076402881689,25.6218258118014,36.2520879997989,NA,24,34,48,NA,1335,1,"2023/2024","Nov"
"ANALAMPASINA_AMBOHIMALAZA",2023-11-01,22.8777798220384,31.0516697832013,42.1467004032952,NA,22,30,40,NA,960,1,"2023/2024","Nov"
"ANALAMPASINA_AMBOHIMIARINA",2023-11-01,27.0209762141092,39.5383961224019,57.8483624700485,NA,13,19,29,NA,493,1,"2023/2024","Nov"
"ANALAMPASINA_ANALAMPASINA",2023-11-01,65.1282604553455,88.7454840130991,120.932622803177,NA,92,125,171,NA,1412,1,"2023/2024","Nov"
"ANALAMPASINA_ANALAVORY",2023-11-01,18.1585447999865,25.0385293100082,34.5233973573668,NA,13,18,25,NA,725,1,"2023/2024","Nov"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2023-11-01,76.7658169866244,104.269209973805,141.636283281443,NA,45,61,82,NA,581,1,"2023/2024","Nov"
"ANALAMPASINA_BETAMPO NORD",2023-11-01,62.3366202579846,88.4509938610483,125.503199103565,NA,47,67,95,NA,756,1,"2023/2024","Nov"
"ANALAMPASINA_MANJIRIANA SUD",2023-11-01,23.2722185875472,33.4700662882697,48.1314445930395,NA,19,27,39,NA,819,1,"2023/2024","Nov"
"ANALAMPASINA_MATSITSIRANO",2023-11-01,40.9427689588579,56.8426003867752,78.9191605358014,NA,32,44,62,NA,780,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBALATABAKA",2023-11-01,28.6054852920114,37.9170904734503,50.2583161196576,NA,25,33,43,NA,865,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBALAVAONA",2023-11-01,25.0570102914018,33.4021567111697,44.5244113876494,NA,28,37,49,NA,1104,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBODIARA NORD",2023-11-01,27.2315061622102,35.8912659596909,47.3043456736126,NA,26,34,44,NA,940,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBODIFONTSINA",2023-11-01,19.2968495097749,25.8780447131168,34.7017093374833,NA,21,28,38,NA,1086,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBODIRORANGA",2023-11-01,40.7847708598398,53.7314969925367,70.789445605765,NA,43,57,75,NA,1063,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2023-11-01,40.6910856858085,59.1402321595281,85.9408110024075,NA,33,48,70,NA,809,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMBOHIMISAFY",2023-11-01,40.5942075093092,52.9441203298164,69.0525575533381,NA,52,67,88,NA,1274,1,"2023/2024","Nov"
"ANDRORANGAVOLA_AMPASIMPOTSY",2023-11-01,29.6070427459211,38.7099437724627,50.61207783212,NA,48,62,81,NA,1607,1,"2023/2024","Nov"
"ANDRORANGAVOLA_ANDRORANGAVOLA",2023-11-01,18.5246478432216,24.0128165550649,31.1276598262137,NA,50,65,85,NA,2726,1,"2023/2024","Nov"
"ANDRORANGAVOLA_ANIVORANO",2023-11-01,16.0268523016763,20.8645851346036,27.1637779041767,NA,34,45,58,NA,2145,1,"2023/2024","Nov"
"ANDRORANGAVOLA_LAVAKIANJA SUD",2023-11-01,29.3066951050906,40.5455193602756,56.0880916602205,NA,24,33,46,NA,824,1,"2023/2024","Nov"
"ANDRORANGAVOLA_MAHASOA",2023-11-01,46.6639789025469,60.6775590775083,78.9034904549176,NA,135,175,228,NA,2892,1,"2023/2024","Nov"
"ANDRORANGAVOLA_MANDRIAPOTSY",2023-11-01,21.7385730033406,30.9498067701988,44.0565145231114,NA,9,13,18,NA,412,1,"2023/2024","Nov"
"ANDRORANGAVOLA_NOSIBE SUD",2023-11-01,23.9575770085274,31.7908329730865,42.1838049292467,NA,23,31,41,NA,964,1,"2023/2024","Nov"
"ANTARETRA_AMBINANIVATOMENA",2023-11-01,59.1376303551391,80.2894584934941,109.005799705158,NA,56,76,104,NA,952,1,"2023/2024","Nov"
"ANTARETRA_AMBOATROTROKA",2023-11-01,67.8197857055041,89.2090224141733,117.347018276894,NA,114,150,197,NA,1678,1,"2023/2024","Nov"
"ANTARETRA_AMBODIARA I",2023-11-01,42.4508069226695,56.280721619059,74.6155272249556,NA,32,43,57,NA,761,1,"2023/2024","Nov"
"ANTARETRA_AMBODIROTRA",2023-11-01,29.6263586588773,39.3424570539688,52.2441523570981,NA,29,38,50,NA,962,1,"2023/2024","Nov"
"ANTARETRA_AMPASIMBE",2023-11-01,83.5727184808794,110.054478187076,144.932685828311,NA,81,107,141,NA,973,1,"2023/2024","Nov"
"ANTARETRA_ANDONABE",2023-11-01,45.6151350770311,59.8115130150147,78.4267755836359,NA,74,97,127,NA,1625,1,"2023/2024","Nov"
"ANTARETRA_ANDRANOMAITSO",2023-11-01,17.1105637802357,22.4838906243602,29.5451098794754,NA,33,44,57,NA,1937,1,"2023/2024","Nov"
"ANTARETRA_ANTARETRA",2023-11-01,17.6255926628904,23.1508324582351,30.4082625513501,NA,42,55,73,NA,2389,1,"2023/2024","Nov"
"ANTARETRA_BETAMPONA",2023-11-01,19.4538082360359,25.9347178999041,34.573939126525,NA,11,15,20,NA,585,1,"2023/2024","Nov"
"ANTARETRA_MORAFENO",2023-11-01,49.5252002523222,65.1106159436948,85.6016011179054,NA,40,53,70,NA,816,1,"2023/2024","Nov"
"ANTSINDRA_AMBATOVORY",2023-11-01,24.4590507429762,34.0459119177198,47.3879059121721,NA,44,61,85,NA,1787,1,"2023/2024","Nov"
"ANTSINDRA_AMPITABE",2023-11-01,45.4443185737852,64.9776080508548,92.9000276477564,NA,51,73,104,NA,1118,1,"2023/2024","Nov"
"ANTSINDRA_AMPITOMITA",2023-11-01,54.6453357543762,74.9599032621196,102.832574805447,NA,46,64,87,NA,848,1,"2023/2024","Nov"
"ANTSINDRA_ANIVORANO",2023-11-01,44.6084560368249,61.9224785487481,85.9512975829605,NA,49,67,94,NA,1090,1,"2023/2024","Nov"
"ANTSINDRA_ANTSINDRA",2023-11-01,61.7731530893345,84.2189027480388,114.830284909736,NA,96,131,179,NA,1560,1,"2023/2024","Nov"
"ANTSINDRA_BEFOTAKA",2023-11-01,43.4342031882589,61.4751760288212,87.0030759333213,NA,45,64,91,NA,1047,1,"2023/2024","Nov"
"ANTSINDRA_KIANJAVATO",2023-11-01,73.3526422611055,100.996889255466,139.063737252169,NA,57,78,108,NA,776,1,"2023/2024","Nov"
"FASINTSARA_AMBALAPAISO",2023-11-01,34.398325865135,45.5437819990262,60.2986732547328,NA,40,53,70,NA,1155,1,"2023/2024","Nov"
"FASINTSARA_AMBATOMANJAKA",2023-11-01,29.1855152235941,38.1468420755704,49.8609946298245,NA,34,44,57,NA,1151,1,"2023/2024","Nov"
"FASINTSARA_AMBINANISERY",2023-11-01,52.9715444116536,70.1138719146371,92.8044967692805,NA,25,33,44,NA,475,1,"2023/2024","Nov"
"FASINTSARA_AMBODIARA SUD",2023-11-01,47.8639579477459,62.1481871041632,80.700153588478,NA,72,94,122,NA,1506,1,"2023/2024","Nov"
"FASINTSARA_AMBODIVOANGY",2023-11-01,32.6475614518804,44.1109296108282,59.5940841727665,NA,24,33,44,NA,741,1,"2023/2024","Nov"
"FASINTSARA_AMBOHINIHAONANA",2023-11-01,42.9074963059958,56.2490263555926,73.7391266239204,NA,33,43,57,NA,768,1,"2023/2024","Nov"
"FASINTSARA_AMBOHITSARA",2023-11-01,53.5744559503327,70.619327424544,93.0902614126025,NA,20,26,35,NA,372,1,"2023/2024","Nov"
"FASINTSARA_ANDRANOMAINTSO",2023-11-01,47.2693719827169,62.3082470697784,82.1363051928906,NA,74,98,129,NA,1575,1,"2023/2024","Nov"
"FASINTSARA_ANTENIMBELONA",2023-11-01,30.6581245680229,40.577562797916,53.7067609761966,NA,40,53,70,NA,1304,1,"2023/2024","Nov"
"FASINTSARA_BEFOTAKA",2023-11-01,58.3605230087319,77.3984891647101,102.644965362047,NA,21,28,37,NA,362,1,"2023/2024","Nov"
"FASINTSARA_FASINTSARA",2023-11-01,53.6388300155722,69.7432970052064,90.6850628982021,NA,58,75,97,NA,1075,1,"2023/2024","Nov"
"FASINTSARA_MANAKANA SUD",2023-11-01,45.7315243400478,60.0274161590656,78.7930413258927,NA,34,44,58,NA,736,1,"2023/2024","Nov"
"FASINTSARA_MAROVORAKA",2023-11-01,32.8728693704657,43.4143226761874,57.3339885239439,NA,27,35,46,NA,811,1,"2023/2024","Nov"
"FASINTSARA_SAHAKONDRO",2023-11-01,19.3859401554,26.4713597317973,36.1445924408952,NA,7,10,14,NA,386,1,"2023/2024","Nov"
"FASINTSARA_TSARAKIANJA",2023-11-01,15.8193563339809,20.7201184192404,27.1384861979787,NA,14,18,24,NA,889,1,"2023/2024","Nov"
"FASINTSARA_TSARARIVOTRA",2023-11-01,84.7947282326587,111.332288461012,146.181786529663,NA,38,49,65,NA,443,1,"2023/2024","Nov"
"FASINTSARA_TSARATANANA",2023-11-01,33.2069716030135,43.4946211350629,56.9694334308134,NA,44,57,75,NA,1310,1,"2023/2024","Nov"
"IFANADIANA_AMBODIARA",2023-11-01,67.2837988160706,88.8771327975914,117.40218977189,NA,133,176,233,NA,1984,1,"2023/2024","Nov"
"IFANADIANA_AMBODIRAFIA II",2023-11-01,24.9627664959487,33.1219472502722,43.9486944194012,NA,71,95,126,NA,2857,1,"2023/2024","Nov"
"IFANADIANA_AMBORAKA",2023-11-01,19.7088889832069,25.9516943770803,34.1720087289846,NA,42,55,72,NA,2113,1,"2023/2024","Nov"
"IFANADIANA_ANDRANOFOLAHINA",2023-11-01,18.3167896117329,24.3741070702775,32.4348571722535,NA,28,37,49,NA,1505,1,"2023/2024","Nov"
"IFANADIANA_ANTAFOTENINA",2023-11-01,16.2108884541083,21.4410210474666,28.3582480408702,NA,23,30,40,NA,1402,1,"2023/2024","Nov"
"IFANADIANA_FENOARIVO I",2023-11-01,33.5491613123613,45.1676031495381,60.8076404368869,NA,37,50,67,NA,1110,1,"2023/2024","Nov"
"IFANADIANA_IFANADIANA",2023-11-01,18.4445364686083,24.2343401783274,31.8417102339991,NA,113,149,195,NA,6138,1,"2023/2024","Nov"
"IFANADIANA_MAROMENA",2023-11-01,24.7391255960055,32.5471070542107,42.8203849640977,NA,59,78,102,NA,2390,1,"2023/2024","Nov"
"IFANADIANA_SAHAFITOROKA",2023-11-01,26.0543539367424,34.2285526423047,44.9683287300661,NA,68,90,118,NA,2619,1,"2023/2024","Nov"
"KELILALINA_AMBALADINGANA",2023-11-01,43.7392367258906,57.452303987703,75.4637949202957,NA,48,63,83,NA,1094,1,"2023/2024","Nov"
"KELILALINA_AMBODIPAISO NORD",2023-11-01,26.2710960034536,34.1695306068468,44.4421735396066,NA,15,20,26,NA,581,1,"2023/2024","Nov"
"KELILALINA_AMBODIPAISO SUD",2023-11-01,14.2257967972963,18.7059100820473,24.5965343462491,NA,12,15,20,NA,823,1,"2023/2024","Nov"
"KELILALINA_AMBODIVOANGY",2023-11-01,29.2822574181277,38.0576516982375,49.4625310691087,NA,36,47,61,NA,1234,1,"2023/2024","Nov"
"KELILALINA_AMBOHINIHAONANA",2023-11-01,28.3873350616527,37.0521346478873,48.3619528159637,NA,35,45,59,NA,1227,1,"2023/2024","Nov"
"KELILALINA_AMPITAMBE",2023-11-01,29.1127945521847,38.2875998267046,50.3537628294036,NA,12,16,21,NA,423,1,"2023/2024","Nov"
"KELILALINA_ANDRANOMAINTY",2023-11-01,30.0912422537249,39.0869095991734,50.771898598905,NA,42,54,71,NA,1389,1,"2023/2024","Nov"
"KELILALINA_ANOSY",2023-11-01,35.5356975537157,47.144914409505,62.5453783721763,NA,19,25,34,NA,540,1,"2023/2024","Nov"
"KELILALINA_FOTSIALANANA",2023-11-01,33.0092310229486,42.7836726408061,55.4534845699225,NA,69,89,116,NA,2083,1,"2023/2024","Nov"
"KELILALINA_KELILALINA",2023-11-01,30.5168362196354,39.5140624372049,51.1645184859462,NA,121,157,203,NA,3964,1,"2023/2024","Nov"
